餐厅名称,城市,区域,美食类型,综合评分,口味评分,环境评分,服务评分,人均消费(元),点评数量,地址,推荐菜,推荐菜_清洗,价格等级,评分等级,口碑均衡度,热门度,推荐菜列表,是否高性价比
御老灶,深圳,罗湖区,火锅,4.1,4.0,3.4,4.0,155.0,85,深圳罗湖区万象城科技园街537号,鸭肠、毛肚、酥肉,肠、毛肚、肉,中高(101-200),优秀(4-4.5),0.35,2.25,"['鸭肠', '毛肚', '酥肉']",False
湘菜,重庆,渝北区,湘菜,2.9,3.0,3.0,2.7,48.0,444,重庆渝北区解放碑巷749号4楼,剁椒鱼头、蒸排骨、辣椒炒肉,剁椒、排骨、辣椒炒肉,中低(31-60),较差(<3),0.17,8.72,"['剁椒鱼头', '蒸排骨', '辣椒炒肉']",False
争鲜坊,苏州,姑苏区,日料,4.4,4.5,4.4,4.3,233.5,67,苏州姑苏区观前巷399号6楼,鳗鱼饭、章鱼小丸子、炸猪排,鳗饭、、排,高端(>200),优秀(4-4.5),0.1,1.87,"['鳗鱼饭', '章鱼小丸子', '炸猪排']",False
盛面包轩,广州,天河区,面包甜点,3.3,3.6,3.4,3.2,43.0,2397,广州天河区大悦城客村路658号B2层,提拉米苏、菠萝包、慕斯蛋糕,拉米、菠萝包、慕蛋糕,中低(31-60),一般(3-3.5),0.2,54.06,"['提拉米苏', '菠萝包', '慕斯蛋糕']",False
大龙燚,深圳,龙华区,火锅,3.6,3.8,3.5,3.7,156.0,156,深圳龙华区ifc科技园街795号1楼,豆皮、酥肉、藕片,豆皮、肉、藕片,中高(101-200),良好(3.5-4),0.15,3.72,"['豆皮', '酥肉', '藕片']",False
湘菜堂,成都,青羊区,湘菜,4.1,4.5,4.3,3.8,33.0,135,成都青羊区春熙弄601号6楼,小炒肉、蒸排骨、剁椒鱼头,炒肉、排骨、剁椒,中低(31-60),优秀(4-4.5),0.36,3.65,"['小炒肉', '蒸排骨', '剁椒鱼头']",True
蜀驿站,上海,徐汇区,西餐,4.5,4.6,4.7,4.8,233.5,14607,上海徐汇区世纪弄65号,烤鸡、汉堡、牛排,烤鸡、汉堡、牛排,高端(>200),优秀(4-4.5),0.1,450.0,"['烤鸡', '汉堡', '牛排']",False
龙私房菜,广州,海珠区,私房菜,3.9,3.8,3.8,4.2,91.0,3331,广州海珠区体育西大道216号B2层,招牌煲仔、功夫汤、招牌蒸鱼,牌煲、功夫、牌,中等(61-100),良好(3.5-4),0.23,88.83,"['招牌煲仔', '功夫汤', '招牌蒸鱼']",False
品赤坂亭,重庆,渝中区,日料,4.8,4.8,4.8,4.6,108.0,671,重庆渝中区恒隆广场洪崖洞大道832号东区2层,鳗鱼饭、天妇罗、味噌汤,鳗饭、妇罗、噌,中高(101-200),卓越(≥4.5),0.12,21.89,"['鳗鱼饭', '天妇罗', '味噌汤']",False
咖啡厅坊,北京,通州区,咖啡厅,4.1,4.1,3.4,3.9,60.0,110,北京通州区万象城国贸弄110号6楼,拿铁、提拉米苏、华夫饼,拿、拉米、华夫饼,中低(31-60),优秀(4-4.5),0.36,2.95,"['拿铁', '提拉米苏', '华夫饼']",True
福咖啡厅,上海,黄浦区,咖啡厅,3.9,3.9,3.5,3.4,37.0,121,上海黄浦区万达广场世纪弄388号,华夫饼、抹茶拿铁、芝士蛋糕,华夫饼、抹茶拿、蛋糕,中低(31-60),良好(3.5-4),0.26,3.1,"['华夫饼', '抹茶拿铁', '芝士蛋糕']",False
鑫小筑,上海,普陀区,西餐,4.1,3.9,4.0,4.1,233.5,386,上海普陀区万达广场徐家汇弄641号B1层,汉堡、奶油蘑菇汤、提拉米苏,汉堡、奶蘑菇、拉米,高端(>200),优秀(4-4.5),0.1,10.7,"['汉堡', '奶油蘑菇汤', '提拉米苏']",False
本帮,北京,大兴区,本帮菜,3.8,4.0,4.0,3.7,59.0,28,北京大兴区龙湖天街簋街路223号6楼,蟹粉豆腐、油爆虾、糖醋排骨,粉豆腐、爆、醋排骨,中低(31-60),良好(3.5-4),0.17,0.6,"['蟹粉豆腐', '油爆虾', '糖醋排骨']",False
聚韩国店,武汉,江岸区,韩国料理,3.8,4.1,3.9,3.9,61.0,5,武汉江岸区恒隆广场楚河汉街弄376号东区3层,泡菜汤、冷面、大酱汤,泡菜、冷面、大酱,中等(61-100),良好(3.5-4),0.12,0.0,"['泡菜汤', '冷面', '大酱汤']",False
素食,深圳,福田区,素食,3.9,4.0,3.3,4.1,74.0,66,深圳福田区车公庙大道467号北区1层,时蔬沙拉、素烧鹅、素饺子,沙拉、烧鹅、饺,中等(61-100),良好(3.5-4),0.44,1.63,"['时蔬沙拉', '素烧鹅', '素饺子']",False
小吃食堂,武汉,武昌区,小吃快餐,3.6,3.1,4.3,3.8,18.0,65,武汉武昌区龙湖天街中南巷97号,酸辣粉、锅贴、煎饼果子,辣粉、锅、煎饼果,低消费(≤30),良好(3.5-4),0.6,1.48,"['酸辣粉', '锅贴', '煎饼果子']",False
马旺子楼,南京,江宁区,川菜,3.8,3.4,3.4,3.4,81.0,88,南京江宁区太古里夫子庙路486号B1层,鱼香肉丝、夫妻肺片、水煮鱼,肉、夫妻肺片、,中等(61-100),良好(3.5-4),0.0,2.16,"['鱼香肉丝', '夫妻肺片', '水煮鱼']",False
聚本帮菜,武汉,光谷,本帮菜,4.0,3.7,3.3,4.3,65.0,26,武汉光谷来福士江汉路271号北区3层,八宝鸭、蟹粉豆腐、糖醋排骨,八宝、粉豆腐、醋排骨,中等(61-100),良好(3.5-4),0.5,0.58,"['八宝鸭', '蟹粉豆腐', '糖醋排骨']",True
烧烤,北京,东城区,烧烤,3.6,3.5,3.8,3.9,96.0,4176,北京东城区恒隆广场三里屯大道592号北区1层,烤茄子、扇贝、烤韭菜,烤茄、扇贝、烤韭菜,中等(61-100),良好(3.5-4),0.21,102.83,"['烤茄子', '扇贝', '烤韭菜']",False
元气寿司,成都,高新区,日料,4.1,3.7,4.2,4.5,208.0,6429,成都高新区玉林巷995号4楼,寿司拼盘、拉面、章鱼小丸子,拼盘、拉面、,高端(>200),优秀(4-4.5),0.4,180.38,"['寿司拼盘', '拉面', '章鱼小丸子']",False
穗面馆轩,杭州,拱墅区,面馆,3.9,3.8,3.2,3.9,29.0,828,杭州拱墅区万象城湖滨路153号2楼,牛肉面、馄饨、葱油拌面,牛肉面、馄饨、葱拌面,低消费(≤30),良好(3.5-4),0.38,21.98,"['牛肉面', '馄饨', '葱油拌面']",False
金私房菜,上海,闵行区,私房菜,4.4,4.4,4.0,4.2,233.5,1736,上海闵行区ifc世纪弄729号南区1层,招牌煲仔、招牌蒸鱼、创意融合菜,牌煲、牌、创融合菜,高端(>200),优秀(4-4.5),0.2,52.16,"['招牌煲仔', '招牌蒸鱼', '创意融合菜']",False
粤很久以前,深圳,宝安区,烧烤,4.4,4.1,3.8,4.7,97.0,257,深圳宝安区凯德深南路860号西区3层,烤馒头、烤韭菜、烤鱼,烤馒、烤韭菜、烤,中等(61-100),优秀(4-4.5),0.46,7.59,"['烤馒头', '烤韭菜', '烤鱼']",False
眉州,苏州,姑苏区,川菜,3.1,3.3,2.6,3.2,87.0,238,苏州姑苏区山塘巷977号,麻婆豆腐、宫保鸡丁、回锅肉,麻婆豆腐、宫保鸡丁、回锅肉,中等(61-100),一般(3-3.5),0.38,4.95,"['麻婆豆腐', '宫保鸡丁', '回锅肉']",False
西餐,南京,建邺区,西餐,4.2,4.1,4.4,4.5,175.0,189,南京建邺区凯德中山街760号,披萨、沙拉、奶油蘑菇汤,披萨、沙拉、奶蘑菇,中高(101-200),优秀(4-4.5),0.21,5.29,"['披萨', '沙拉', '奶油蘑菇汤']",False
烧烤小馆,苏州,相城区,烧烤,4.1,4.1,3.6,4.1,95.0,10,苏州相城区ifc独墅湖大道320号,骨肉相连、烤鱼、烤鸡翅,骨肉连、烤、烤鸡翅,中等(61-100),优秀(4-4.5),0.29,0.14,"['骨肉相连', '烤鱼', '烤鸡翅']",False
湘火锅堂,重庆,南岸区,火锅,4.1,4.1,4.3,4.1,101.0,322,重庆南岸区大悦城磁器口弄22号南区3层,虾滑、豆皮、藕片,滑、豆皮、藕片,中高(101-200),优秀(4-4.5),0.12,8.9,"['虾滑', '豆皮', '藕片']",False
火锅,广州,白云区,火锅,4.0,4.0,3.2,3.5,72.0,327,广州白云区太古里体育西路333号南区1层,黄喉、毛肚、豆皮,黄喉、毛肚、豆皮,中等(61-100),良好(3.5-4),0.4,8.82,"['黄喉', '毛肚', '豆皮']",True
码头居,南京,江宁区,火锅,4.8,4.8,4.9,5.0,91.0,14607,南京江宁区万达广场夫子庙弄33号,豆皮、鸭肠、藕片,豆皮、肠、藕片,中等(61-100),卓越(≥4.5),0.1,480.0,"['豆皮', '鸭肠', '藕片']",False
西餐,武汉,汉阳区,西餐,3.7,3.9,3.4,3.9,146.0,105,武汉汉阳区楚河汉街弄969号3楼,牛排、烤鸡、披萨,牛排、烤鸡、披萨,中高(101-200),良好(3.5-4),0.29,2.53,"['牛排', '烤鸡', '披萨']",False
粤菜小馆,北京,东城区,粤菜,4.0,4.2,4.5,3.6,155.0,35,北京东城区西单街322号东区2层,豉汁蒸排骨、煲仔饭、烧鹅,豉排骨、煲饭、烧鹅,中高(101-200),良好(3.5-4),0.46,0.82,"['豉汁蒸排骨', '煲仔饭', '烧鹅']",False
花隐,成都,锦江区,日料,4.6,4.8,5.0,4.4,158.0,7,成都锦江区太古里路856号,鳗鱼饭、章鱼小丸子、味噌汤,鳗饭、、噌,中高(101-200),卓越(≥4.5),0.31,0.06,"['鳗鱼饭', '章鱼小丸子', '味噌汤']",False
咖啡,重庆,渝北区,咖啡厅,4.1,4.0,3.6,3.7,16.0,217,重庆渝北区解放碑大道153号,拿铁、美式咖啡、抹茶拿铁,拿、美咖啡、抹茶拿,低消费(≤30),优秀(4-4.5),0.21,5.95,"['拿铁', '美式咖啡', '抹茶拿铁']",True
红杏,杭州,滨江区,川菜,3.7,3.5,3.6,3.7,44.0,122,杭州滨江区恒隆广场延安弄616号,回锅肉、鱼香肉丝、辣子鸡,回锅肉、肉、辣鸡,中低(31-60),良好(3.5-4),0.1,2.96,"['回锅肉', '鱼香肉丝', '辣子鸡']",False
湘小吃阁,北京,东城区,小吃快餐,4.2,4.1,4.2,4.2,42.0,27,北京东城区万达广场中关村弄43号,小笼包、麻辣烫、凉皮,笼包、麻辣、凉皮,中低(31-60),优秀(4-4.5),0.06,0.63,"['小笼包', '麻辣烫', '凉皮']",True
初音,上海,虹口区,日料,3.3,3.2,3.0,2.8,117.0,15,上海虹口区来福士四川路797号东区2层,寿司拼盘、天妇罗、炸猪排,拼盘、妇罗、排,中高(101-200),一般(3-3.5),0.2,0.23,"['寿司拼盘', '天妇罗', '炸猪排']",False
鹏东南亚菜,南京,鼓楼区,东南亚菜,4.8,4.9,4.7,5.0,59.0,43,南京鼓楼区龙湖天街夫子庙大道580号,越南河粉、芒果糯米饭、烤肉串,南河粉、芒果糯米饭、烤肉串,中低(31-60),卓越(≥4.5),0.15,1.25,"['越南河粉', '芒果糯米饭', '烤肉串']",True
沪海鲜店,杭州,萧山区,海鲜,4.2,3.9,4.0,4.7,232.0,175,杭州萧山区龙湖天街延安大道763号,椒盐皮皮虾、葱姜炒蟹、清蒸石斑鱼,椒皮皮、葱姜炒、清斑,高端(>200),优秀(4-4.5),0.44,4.89,"['椒盐皮皮虾', '葱姜炒蟹', '清蒸石斑鱼']",False
馄饨,北京,大兴区,小吃快餐,3.0,2.8,3.4,3.3,26.0,62,北京大兴区来福士国贸弄584号,煎饼果子、小笼包、锅贴,煎饼果、笼包、锅,低消费(≤30),较差(<3),0.32,1.17,"['煎饼果子', '小笼包', '锅贴']",False
老利苑,上海,宝山区,粤菜,4.3,4.6,4.8,4.1,109.0,1471,上海宝山区张江大道97号东区1层,叉烧、豉汁蒸排骨、烧鹅,叉烧、豉排骨、烧鹅,中高(101-200),优秀(4-4.5),0.36,43.17,"['叉烧', '豉汁蒸排骨', '烧鹅']",False
东南亚菜,成都,金牛区,东南亚菜,4.6,4.5,4.8,4.6,71.0,511,成都金牛区大悦城宽窄大道649号B1层,菠萝饭、青木瓜沙拉、咖喱蟹,菠萝饭、青木瓜沙拉、咖喱,中等(61-100),卓越(≥4.5),0.15,15.94,"['菠萝饭', '青木瓜沙拉', '咖喱蟹']",True
味东南亚菜,重庆,渝中区,东南亚菜,4.0,4.2,3.7,4.2,73.0,228,重庆渝中区万象城磁器口弄242号,青木瓜沙拉、越南河粉、咖喱蟹,青木瓜沙拉、南河粉、咖喱,中等(61-100),良好(3.5-4),0.29,6.11,"['青木瓜沙拉', '越南河粉', '咖喱蟹']",True
湘川菜轩,深圳,龙岗区,川菜,4.1,4.4,3.9,3.8,89.0,442,深圳龙岗区凯德深南路431号,水煮鱼、麻婆豆腐、夫妻肺片,、麻婆豆腐、夫妻肺片,中等(61-100),优秀(4-4.5),0.32,12.27,"['水煮鱼', '麻婆豆腐', '夫妻肺片']",False
京西餐庄,苏州,虎丘区,西餐,3.1,3.2,2.9,2.9,128.0,4273,苏州虎丘区来福士平江街754号北区3层,奶油蘑菇汤、烤鸡、意面,奶蘑菇、烤鸡、面,中高(101-200),一般(3-3.5),0.17,90.61,"['奶油蘑菇汤', '烤鸡', '意面']",False
渝私房堂,苏州,姑苏区,私房菜,3.9,3.7,4.0,3.9,183.0,15,苏州姑苏区山塘路565号2楼,创意融合菜、功夫汤、秘制红烧肉,创融合菜、功夫、秘红烧肉,中高(101-200),良好(3.5-4),0.15,0.27,"['创意融合菜', '功夫汤', '秘制红烧肉']",False
东南亚菜店,南京,鼓楼区,东南亚菜,3.5,3.3,3.3,3.1,52.0,133,南京鼓楼区龙湖天街河西街138号3楼,咖喱蟹、烤肉串、菠萝饭,咖喱、烤肉串、菠萝饭,中低(31-60),一般(3-3.5),0.12,3.07,"['咖喱蟹', '烤肉串', '菠萝饭']",False
锦湘菜记,武汉,江汉区,湘菜,3.1,2.9,3.3,3.9,43.0,753,武汉江汉区万达广场中南大道443号B1层,辣椒炒肉、农家一碗香、蒸排骨,辣椒炒肉、农家、排骨,中低(31-60),一般(3-3.5),0.5,15.88,"['辣椒炒肉', '农家一碗香', '蒸排骨']",False
百年,南京,栖霞区,面馆,3.1,3.0,2.7,3.1,34.0,143,南京栖霞区来福士湖南弄811号,热干面、刀削面、臊子面,热干面、刀面、臊面,中低(31-60),一般(3-3.5),0.21,2.93,"['热干面', '刀削面', '臊子面']",False
东南,深圳,龙华区,东南亚菜,3.7,3.8,3.8,3.9,129.0,1304,深圳龙华区海上世界大道422号北区3层,咖喱蟹、菠萝饭、烤肉串,咖喱、菠萝饭、烤肉串,中高(101-200),良好(3.5-4),0.06,32.92,"['咖喱蟹', '菠萝饭', '烤肉串']",False
渝火锅庄,苏州,相城区,火锅,4.1,4.3,4.5,3.9,115.0,581,苏州相城区万象城独墅湖巷178号B2层,虾滑、午餐肉、黄喉,滑、餐肉、黄喉,中高(101-200),优秀(4-4.5),0.31,16.17,"['虾滑', '午餐肉', '黄喉']",False
丰茂,武汉,江汉区,烧烤,3.5,3.3,3.5,3.7,66.0,6051,武汉江汉区司门口巷584号,扇贝、骨肉相连、烤茄子,扇贝、骨肉连、烤茄,中等(61-100),一般(3-3.5),0.2,144.92,"['扇贝', '骨肉相连', '烤茄子']",False
东南亚菜舍,北京,朝阳区,东南亚菜,4.1,4.2,3.7,4.1,60.0,192,北京朝阳区太古里王府井大道888号,咖喱蟹、菠萝饭、冬阴功汤,咖喱、菠萝饭、冬功,中低(31-60),优秀(4-4.5),0.26,5.25,"['咖喱蟹', '菠萝饭', '冬阴功汤']",True
阿小厨,上海,浦东新区,小吃快餐,3.6,3.9,3.5,3.4,31.0,67,上海浦东新区五角场巷434号,凉皮、生煎、锅贴,凉皮、煎、锅,中低(31-60),良好(3.5-4),0.26,1.53,"['凉皮', '生煎', '锅贴']",False
火锅,成都,锦江区,火锅,4.3,4.5,4.2,4.2,110.0,37,成都锦江区凯德建设巷697号,虾滑、肥牛、鸭血,滑、肥牛、,中高(101-200),优秀(4-4.5),0.17,0.94,"['虾滑', '肥牛', '鸭血']",False
本帮菜,广州,白云区,本帮菜,3.1,2.9,2.9,3.5,90.0,428,广州白云区太古里北京路路645号,红烧肉、油爆虾、八宝鸭,红烧肉、爆、八宝,中等(61-100),一般(3-3.5),0.35,8.98,"['红烧肉', '油爆虾', '八宝鸭']",False
蜀新疆轩,苏州,姑苏区,新疆菜,4.5,3.9,4.0,4.7,67.0,13,苏州姑苏区太古里太湖街297号B2层,酸奶、拉条子、手抓饭,奶、拉、饭,中等(61-100),优秀(4-4.5),0.44,0.25,"['酸奶', '拉条子', '手抓饭']",True
本帮菜,上海,静安区,本帮菜,4.2,4.1,4.3,4.6,79.0,78,上海静安区凯德虹桥街328号,八宝鸭、油爆虾、糖醋排骨,八宝、爆、醋排骨,中等(61-100),优秀(4-4.5),0.25,2.1,"['八宝鸭', '油爆虾', '糖醋排骨']",True
蓉火锅坊,武汉,洪山区,火锅,3.8,3.5,3.6,4.1,114.0,5,武汉洪山区大悦城司门口巷687号2楼,豆皮、鸭肠、黄喉,豆皮、肠、黄喉,中高(101-200),良好(3.5-4),0.32,0.0,"['豆皮', '鸭肠', '黄喉']",False
鑫西餐堂,杭州,拱墅区,西餐,4.4,4.1,4.1,4.3,125.0,187,杭州拱墅区武林巷149号东区2层,烤鸡、沙拉、汉堡,烤鸡、沙拉、汉堡,中高(101-200),优秀(4-4.5),0.12,5.48,"['烤鸡', '沙拉', '汉堡']",False
驿站店,上海,闵行区,西餐,3.2,3.3,3.6,3.1,210.0,25,上海闵行区延安弄426号,意面、牛排、提拉米苏,面、牛排、拉米,高端(>200),一般(3-3.5),0.25,0.44,"['意面', '牛排', '提拉米苏']",False
本帮小馆,成都,成华区,本帮菜,3.2,3.0,3.2,3.4,89.0,395,成都成华区凯德建设弄943号,八宝鸭、酒酿圆子、生煎包,八宝、酒酿、煎包,中等(61-100),一般(3-3.5),0.2,8.55,"['八宝鸭', '酒酿圆子', '生煎包']",False
东南亚菜楼,武汉,武昌区,东南亚菜,3.5,3.3,3.5,3.9,39.0,7574,武汉武昌区龙湖天街楚河汉街路256号4楼,越南河粉、青木瓜沙拉、烤肉串,南河粉、青木瓜沙拉、烤肉串,中低(31-60),一般(3-3.5),0.31,181.42,"['越南河粉', '青木瓜沙拉', '烤肉串']",False
火锅,广州,荔湾区,火锅,4.7,4.9,4.6,4.9,141.0,4664,广州荔湾区大悦城体育西弄615号,午餐肉、鸭肠、酥肉,餐肉、肠、肉,中高(101-200),卓越(≥4.5),0.17,149.96,"['午餐肉', '鸭肠', '酥肉']",False
京咖啡厅,重庆,南岸区,咖啡厅,3.4,3.0,3.5,3.3,46.0,158,重庆南岸区万达广场洪崖洞巷540号东区2层,美式咖啡、提拉米苏、华夫饼,美咖啡、拉米、华夫饼,中低(31-60),一般(3-3.5),0.25,3.56,"['美式咖啡', '提拉米苏', '华夫饼']",False
鮨,苏州,吴中区,日料,3.7,3.6,3.6,3.5,151.0,97,苏州吴中区恒隆广场独墅湖街919号,拉面、天妇罗、寿司拼盘,拉面、妇罗、拼盘,中高(101-200),良好(3.5-4),0.06,2.33,"['拉面', '天妇罗', '寿司拼盘']",False
粤自助阁,上海,宝山区,自助餐,4.3,4.4,4.0,4.7,219.0,2249,上海宝山区淮海路576号6楼,小龙虾、三文鱼、冰淇淋,龙、三、冰淇淋,高端(>200),优秀(4-4.5),0.35,66.08,"['小龙虾', '三文鱼', '冰淇淋']",False
私房菜楼,杭州,滨江区,私房菜,3.0,3.1,3.0,2.6,196.0,93,杭州滨江区ifc武林街240号北区2层,招牌煲仔、私房豆腐、创意融合菜,牌煲、房豆腐、创融合菜,中高(101-200),较差(<3),0.26,1.81,"['招牌煲仔', '私房豆腐', '创意融合菜']",False
牛排馆,深圳,福田区,西餐,3.1,2.9,3.3,3.5,194.0,43,深圳福田区科技园巷298号,披萨、奶油蘑菇汤、牛排,披萨、奶蘑菇、牛排,中高(101-200),一般(3-3.5),0.31,0.81,"['披萨', '奶油蘑菇汤', '牛排']",False
花隐,广州,天河区,日料,3.1,3.1,3.3,3.0,233.0,66,广州天河区来福士上下九路277号3楼,天妇罗、章鱼小丸子、寿司拼盘,妇罗、、拼盘,高端(>200),一般(3-3.5),0.15,1.3,"['天妇罗', '章鱼小丸子', '寿司拼盘']",False
火锅,重庆,渝北区,火锅,3.5,3.4,3.8,3.7,88.0,6,重庆渝北区万达广场洪崖洞巷826号,豆皮、酥肉、午餐肉,豆皮、肉、餐肉,中等(61-100),一般(3-3.5),0.21,0.02,"['豆皮', '酥肉', '午餐肉']",False
蜀大侠馆,苏州,相城区,火锅,4.1,4.3,3.9,4.2,92.0,17,苏州相城区太古里金鸡湖大道489号4楼,豆皮、鸭肠、酥肉,豆皮、肠、肉,中等(61-100),优秀(4-4.5),0.21,0.34,"['豆皮', '鸭肠', '酥肉']",False
马旺子阁,广州,越秀区,川菜,3.7,3.9,3.2,4.1,72.0,4962,广州越秀区太古里上下九弄869号,麻婆豆腐、鱼香肉丝、夫妻肺片,麻婆豆腐、肉、夫妻肺片,中等(61-100),良好(3.5-4),0.47,125.61,"['麻婆豆腐', '鱼香肉丝', '夫妻肺片']",False
锦本帮阁,上海,虹口区,本帮菜,4.1,4.3,4.0,4.1,135.0,49,上海虹口区五角场街284号,蟹粉豆腐、油爆虾、八宝鸭,粉豆腐、爆、八宝,中高(101-200),优秀(4-4.5),0.15,1.24,"['蟹粉豆腐', '油爆虾', '八宝鸭']",False
锦食堂,武汉,武昌区,小吃快餐,3.7,3.8,4.2,3.5,14.0,205,武汉武昌区中南巷322号B1层,麻辣烫、生煎、肉夹馍,麻辣、煎、肉夹馍,低消费(≤30),良好(3.5-4),0.35,5.07,"['麻辣烫', '生煎', '肉夹馍']",False
金湘菜,北京,大兴区,湘菜,3.0,2.7,2.8,3.0,42.0,43,北京大兴区国贸路603号西区3层,臭豆腐、农家一碗香、辣椒炒肉,臭豆腐、农家、辣椒炒肉,中低(31-60),较差(<3),0.15,0.78,"['臭豆腐', '农家一碗香', '辣椒炒肉']",False
韩国料理阁,深圳,宝安区,韩国料理,3.4,3.5,2.8,2.7,112.0,37,深圳宝安区海岸城街616号,炒年糕、烤肉、大酱汤,炒年糕、烤肉、大酱,中高(101-200),一般(3-3.5),0.44,0.75,"['炒年糕', '烤肉', '大酱汤']",False
龙面包甜点,苏州,工业园区,面包甜点,3.8,4.0,4.4,3.7,37.0,227,苏州工业园区狮山大道687号,提拉米苏、菠萝包、慕斯蛋糕,拉米、菠萝包、慕蛋糕,中低(31-60),良好(3.5-4),0.35,5.78,"['提拉米苏', '菠萝包', '慕斯蛋糕']",False
木屋,成都,武侯区,烧烤,3.1,3.0,2.9,2.7,69.0,1120,成都武侯区玉林弄312号,烤馒头、烤韭菜、羊肉串,烤馒、烤韭菜、肉串,中等(61-100),一般(3-3.5),0.15,23.67,"['烤馒头', '烤韭菜', '羊肉串']",False
京川菜轩,重庆,渝中区,川菜,4.4,4.5,4.6,4.2,53.0,45,重庆渝中区龙湖天街南滨路817号2楼,夫妻肺片、鱼香肉丝、麻婆豆腐,夫妻肺片、肉、麻婆豆腐,中低(31-60),优秀(4-4.5),0.21,1.21,"['夫妻肺片', '鱼香肉丝', '麻婆豆腐']",True
沪川菜坊,广州,番禺区,川菜,3.5,3.7,2.9,3.4,46.0,330,广州番禺区体育西路229号,辣子鸡、麻婆豆腐、宫保鸡丁,辣鸡、麻婆豆腐、宫保鸡丁,中低(31-60),一般(3-3.5),0.4,7.79,"['辣子鸡', '麻婆豆腐', '宫保鸡丁']",False
咖啡小馆,深圳,龙岗区,咖啡厅,3.6,3.7,3.2,3.5,24.0,173,深圳龙岗区龙湖天街科技园弄405号4楼,提拉米苏、抹茶拿铁、美式咖啡,拉米、抹茶拿、美咖啡,低消费(≤30),良好(3.5-4),0.25,4.14,"['提拉米苏', '抹茶拿铁', '美式咖啡']",False
烧烤小馆,成都,成华区,烧烤,3.5,3.5,3.9,3.3,54.0,88,成都成华区恒隆广场宽窄路301号南区3层,烤馒头、骨肉相连、扇贝,烤馒、骨肉连、扇贝,中低(31-60),一般(3-3.5),0.31,1.99,"['烤馒头', '骨肉相连', '扇贝']",False
